C,37,Minor Improvement,,Dwelling Mound,1 Food,,3,Play in Round 3 or Before,,Points Provider,"From now on, you must pay 1 food for each new field tile that you place in your farmyard.",
C,41,Minor Improvement,,Farm Store,"2 Wood, 2 Clay",,,,,Goods Provider,"After the feeding phase of each harvest, you can exchange exactly 1 food for 2 different building resources of your choice or 1 vegetable.",
C,42,Minor Improvement,,Ravenous Hunger,1 Grain,,,,,Goods Provider,"Immediately after each time you use the ""Vegetable Seeds"" action space, you can place another person on an accumulation space and get 1 additional good of the accumulating type.",
C,44,Minor Improvement,,Chicken Coop,"2 Wood, 2 Clay, 1 Reed",,1,,,Food Provider,"Place 1 food on each of the next 8 round spaces. At the start of these rounds, you get the food.",
C,51,Minor Improvement,,Fishing Net,1 Reed,,1,,,Food Provider,"Each time another player uses the ""Fishing"" accumulation space, they must first pay you 1 food. Then, in the returning home phase of that round, place 2 food on ""Fishing"".",
C,56,Minor Improvement,,Feed Fence,1 Wood,,,,,Food Provider,"For each new stable you build, you get 1 food—for your last one, get 3 food. Each time you build stables, you can build exactly 1 stable for 1 clay instead of wood.",
C,59,Minor Improvement,,Schnapps Distillery,"2 Stone, 1 Vegetable",,2,,,Food Provider,"In each feeding phase, you can use this card to turn exactly 1 vegetable into 5 food. During scoring, you get 1 bonus point each for your 5th and 6th vegetable.",
C,65,Minor Improvement,,Granary,"3 Wood, 3 Clay",,1,,,Crop Provider,"Place 1 grain each on the remaining spaces for rounds 8, 10, and 12. At the start of these rounds, you get the grain.",
C,68,Minor Improvement,,Bookcase,2 Wood,,,1 Occ,,Crop Provider,"Each time after you play an occupation, you get 1 vegetable.",
C,70,Minor Improvement,,Lettuce Patch,,,1,3 Occs,,Crop Provider,This card is a field that can only grow vegetables. You can immediately turn each vegetable you harvested from this card into 4 food.,
C,74,Minor Improvement,,Private Forest,2 Food,,,1 Occ,,Building Resource Provider,"Place 1 wood on each remaining even-numbered round space. At the start of these rounds, you get the wood.",
C,76,Minor Improvement,,Wood Cart,3 Wood,,,3 Occs,,Building Resource Provider,"Each time you use a wood accumulation space, you get 2 additional wood.",
C,77,Minor Improvement,,Clay Supply,1 Food,,,,,Building Resource Provider,"Place 1 clay on each of the next 3 round spaces. At the start of these rounds, you get the clay.",
C,78,Minor Improvement,,Reed-Hatted Toad,1 Food,,,,,Building Resource Provider,"Add 5, 7, 9, 11, and 13 to the current round and place 1 reed on each corresponding round space. At the start of these rounds, you get the reed.",
C,79,Minor Improvement,,Stone Cart,2 Wood,,,2 Occs,,Building Resource Provider,"Place 1 stone on each remaining even-numbered round space. At the start of these rounds, you get the stone.",
C,86,Occupation,1+,Livestock Feeder,,,,,,Farm Planner,"When you play this card, you immediately get 1 grain. Each grain in your supply can hold 1 animal of any type. (these animals count as accommodated on your farm.)",
C,87,Occupation,1+,Mason,,,,,,Farm Planner,"Place a stone room on this card. Once you have a stone house with at least 4 rooms, at any time, you can add that room without paying any building resources.",
C,89,Occupation,1+,Stable Master,,,,,,Farm Planner,"When you play this card, you can immediately build exactly 1 stable for 1 wood. Exactly one of your unfenced stables can hold up to 3 animals of one type.",
C,90,Occupation,1+,Field Watchman,,,,,,Farm Planner,"Each time you use the ""Grain Seeds"" action space, you can also plow 1 field.",
C,96,Occupation,1+,Merchant,,,,,,Actions Booster,"Immediately after each time you take a ""Major or Minor Improvement"" or ""Minor Improvement"" action, you can pay 1 food to take the action a second time.",
C,98,Occupation,1+,Cube Cutter,,,,,,Points Provider,"When you play this card, you immediately get 1 wood. In the field phase of each harvest, you can use this card to exchange exactly 1 wood and 1 food for 1 bonus point.",
C,104,Occupation,1+,Collector,,,,,,Goods Provider,"This card is an action space for you only. When you use it for the 1st/2nd/3rd/4th time, you get 1 begging marker and 6/7/8/9 different good of your choice.",
C,106,Occupation,1+,Potato Harvester,,,,,,Food Provider,"When you play this card, you immediately get 3 food. For each vegetable you get from your fields during the field phase of the harvest, you get 1 additional food.",
C,107,Occupation,1+,Baker,,,,,,Food Provider,"When you play this card and at the start of each feeding phase, you can take a ""Bake Bread"" action.",
C,108,Occupation,1+,Layabout,,,,,,Food Provider,"When you play this card, you must skip the next harvest. (You also do not have to feed your family that harvest.)",
C,109,Occupation,1+,Schnapps Distiller,,,,,,Food Provider,"In the feeding phase of each harvest, you can use this card to turn exactly 1 vegetable into 5 food.",
C,110,Occupation,1+,Home Brewer,,,,,,Food Provider,"After the field phase of each harvest, you can use this card to turn exactly 1 grain into your choice of 3 food or 1 bonus point.",
C,112,Occupation,1+,Thresher,,,,,,Crop Provider,"Immediately before each time you use the ""Grain Utilization"", ""Farmland"", or ""Cultivation"" action space, you can buy 1 grain for 1 food.",
C,113,Occupation,1+,Winter Caretaker,,,,,,Crop Provider,"When you play this card, you immediately get 1 grain. At the end of each harvest, you can buy exactly 1 vegetable for 2 food.",
C,116,Occupation,1+,Furniture Maker,,,,,,Building Resource Provider,"When you play this card, you immediately get 1 wood. Each time you play an occupation after this one, you get 1 wood for each food paid as occupation cost.",
C,118,Occupation,1+,Wood Collector,,,,,,Building Resource Provider,"Place 1 wood on each of the next 5 round spaces. At the start of these rounds, you get the wood.",
C,119,Occupation,1+,Skillful Renovator,,,,,,Building Resource Provider,"When you play this card, you immediately get 1 wood and 1 clay. Each time after you renovate, you get a number of wood equal to the number of people you placed that round.",
C,121,Occupation,1+,Clay Kneader,,,,,,Building Resource Provider,"When you play this card, you immediately get 1 wood and 2 clay. Each time after you use a ""Grain Seeds"" or ""Vegetable Seeds"" action space, you get 1 clay.",
C,122,Occupation,1+,Bricklayer,,,,,,Building Resource Provider,Each improvement and each renovation cost you 1 clay less. Each room costs you 2 clay less.,
C,123,Occupation,1+,Freemason,,,,,,Building Resource Provider,"As long as you live in a clay/stone house with exactly 2 rooms, at the start of each work phase, you get 2 clay/stone.",
C,126,Occupation,1+,Excavator,,,,,,Building Resource Provider,"Each time after you use the ""Day Laborer"" action space, you get 1 additional wood and clay, and you can buy 1 stone for 1 food.",
C,128,Occupation,3+,Wooden Hut Extender,,,,,,Farm Planner,"Wood rooms now cost you 1 reed, and additionally 5 wood through round 5, 4 wood in rounds 6 and 7, and 3 wood in round 8 and later.",
C,135,Occupation,3+,Constable,,,,,,Points Provider,"If there are still 1/3/6/9 complete rounds left to play, you immediately get 1/2/3/4 wood. During scoring, each player with no negative points gets 3 bonus points.",
C,137,Occupation,3+,Charcoal Burner,,,,,,Goods Provider,"Each time any player (including you) plays or builds a cooking improvement, you get 1 wood and 1 food.",
C,142,Occupation,3+,Market Crier,,,,,,Crop Provider,"Each time you use the ""Grain Seeds"" action space, you can get an additional 1 grain and 1 vegetable. If you do, each other player gets 1 grain from the general supply.",
C,144,Occupation,3+,Reed Roof Renovator,,,,,,Building Resource Provider,"Each time another player renovates, you immediately get 1 reed from the general supply. When you play this card in a 3-player game, you immediately get 1 reed.",
C,147,Occupation,3+,Cowherd,,,,,,Livestock Provider,"Each time you use the ""Cattle Market"" accumulation space (introduced in round 10 or 11), you get 1 additional cattle.",
C,149,Occupation,4+,Resource Recycler,,,,,,Farm Planner,"Each time another player renovates to stone, if you live in a clay house, you can pay 2 food to build a clay room at no additional cost.",
C,152,Occupation,4+,Puppeteer,,,,,,Actions Booster,"Each time another player uses the ""Traveling Players"" accumulation space, you can pay them 1 food to immediately play an occupation without paying an occupation cost.",
C,153,Occupation,4+,Pattern Maker,,,,,,Points Provider,"Each time another player renovates, you can exchange exactly 2 wood for 1 grain, 1 food, and 1 bonus point.",
C,165,Occupation,4+,Game Catcher,,,,,,Livestock Provider,"When you play this card, pay 1 food for each remaining harvest to immediately get 1 cattle and 1 wild boar.",
C,166,Occupation,4+,Cattle Whisperer,,,,,,Livestock Provider,"Add 5 and 8 to the current round and place 1 cattle on each corresponding round space. At the start of these rounds, you get the cattle.",
C,167,Occupation,4+,Cattle Buyer,,,,,,Livestock Provider,"Each time another player uses the ""Fencing"" action space, you can buy exactly 1 sheep/wild boar/cattle from the general supply for 1/2/2 food.",
D,4,Minor Improvement,,Cross-Cut Wood,1 Food,,,3 Occs,X,Building Resource Provider,You immediately get a number of wood equal to the number of stone in your supply.,
D,7,Minor Improvement,,Trident,1 Wood,,,"Play in Round 3, 6, 9, or 12",X,Food Provider,"If you play this card in round 3/6/9/12, you immediately get 3/4/5/6 food.",
D,9,Minor Improvement,,Game Trade,2 Sheep,,,,X,Livestock Provider,"You immediately get 1 wild boar and 1 cattle. (effectively, you are exchanging 2 sheep for 1 wild boar and 1 cattle.)",
D,10,Minor Improvement,,Stork's Nest,1 Reed,,,5 Occs,,Farm Planner,"In the returning home phase of each round, if you have more rooms than people, you can pay 1 food to take a ""Family Growth"" action.",
D,12,Minor Improvement,,Milking Place,1 Grain,,1,,,Farm Planner,"In the feeding phase of each harvest, you get 1 food. You can no longer hold animals in your house (not even via another card).",
D,15,Minor Improvement,,Clay Supports,2 Wood,,,,,Farm Planner,"Each time you build a clay room, you can pay 2 clay, 1 wood, and 1 reed instead of 5 clay and 2 reed.",
D,20,Minor Improvement,,Turnwrest Plow,3 Wood,,,2 Occs,,Farm Planner,"Place 2 field tiles on this card. Each time you use the ""Farmland"" or ""Cultivation"" action space, you can also plow up to 2 fields from this card.",
D,28,Minor Improvement,,Writing Desk,1 Wood,,1,2 Occs,,Actions Booster,"Each time you use a ""Lessons"" action space, you can play 1 additional occupation for an occupation cost of 2 food.",
D,29,Minor Improvement,,Muck Rake,1 Wood,,,,,Points Provider,"During scoring, you get 1 bonus point for exactly 1 unfenced stable holding exactly 1 sheep. The same applies to wild boar and cattle, if held in different unfenced stables.",
D,37,Minor Improvement,,Sculpture,1 Stone,,2,see below,,Points Provider,You can only play this card if there are more complete rounds left to play than you have unused farmyard spaces.,
D,38,Minor Improvement,,Milking Stool,1 Wood,,,2 Occs,,Points Provider,"In the field phase of each harvest, if you have at least 1/3/5 cattle, you get 1/2/3 food. During scoring, you get 1 bonus point for every 2 cattle you have.",
D,39,Minor Improvement,,Truffle Slicer,1 Wood,,,Play in Round 8 or Later,,Points Provider,"Each time you use a wood accumulation space, if you have at least 1 wild boar, you can pay 1 food for 1 bonus point.",
D,41,Minor Improvement,,Horse-Drawn Boat,2 Wood,,,3 Occs,,Goods Provider,"Alternate placing 1 food and 1 sheep on each remaining round space, starting with food. At the start of these rounds, you get the respective good.",
D,42,Minor Improvement,,Education Bonus,1 Food,,,2 Imps,,Goods Provider,"After you play your 1st/2nd/3rd/4th/5th/6th occupation this game, you immediately get 1 grain/clay/reed/stone/vegetable/field (not retroactively).",
D,43,Minor Improvement,,Hutch,"1 Wood, 1 Reed",,1,,,Food Provider,"Place 0, 1, 2, and 3 food in this order on the next 4 round spaces. At the start of these rounds, you get the food.",
D,45,Minor Improvement,,Sheep Well,2 Stone,,2,,,Food Provider,"Place 1 food on each of the next round spaces, up to the number of sheep you have. At the start of these rounds, you get the food.",
D,49,Minor Improvement,,Bookshelf,1 Wood,,1,3 Occs,,Food Provider,"Immediately before each time you play an occupation (even before paying the occupation cost), you get 3 food.",
D,50,Minor Improvement,,Foreign Aid,,,,Play in Round 11 or Before,,Food Provider,"When you play this card, you immediately get 6 food. You may no longer use the action spaces of rounds 12 to 14.",
D,66,Minor Improvement,,Potter Ceramics,,,,,,Crop Provider,"Each time before you take a ""Bake Bread"" action, you can exchange 1 clay for 1 grain.",
D,69,Minor Improvement,,Small Greenhouse,2 Wood,,1,1 Occ,,Crop Provider,"Add 4 and 7 to the current round and place 1 vegetable on each corresponding round space. At the start of these rounds, you can buy the vegetable for 1 food.",
D,73,Minor Improvement,,Supply Boat,1 Wood,,1,1 Occ,,Crop Provider,"Each time after you use the ""Fishing"" accumulation space, you can choose to buy 1 grain for 1 food, or 1 vegetable for 3 food.",
D,75,Minor Improvement,,Wood Field,1 Food,,1,1 Occ,,Building Resource Provider,"You can plant wood on this card as though it were 2 fields, but it is considered 1 field. Sow and harvest wood on this card as you would grain.",
D,77,Minor Improvement,,Recycled Brick,1 Food,,,3 Occs,,Building Resource Provider,"Each time any player (including you) renovates to stone, you get 1 clay for each newly renovated room.",
D,78,Minor Improvement,,Reed Pond,,,,3 Occs,,Building Resource Provider,"Place 1 reed on each of the next 3 round spaces. At the start of these rounds, you get the reed.",
D,79,Minor Improvement,,Carrot Museum,"1 Wood, 2 Clay",,2,Play in Round 8 or Before,,Building Resource Provider,"At the end of rounds 8, 10, and 12, you get 1 stone for each vegetable field you have and a number of wood equal to the number of vegetables in your supply.",
D,82,Minor Improvement,,Hunting Trophy,,Return or Cook 1 Wild Boar,1,,,Building Resource Provider,"Improvements built on ""House Redevelopment"" cost you 1 building resource of your choice less. Fences built on ""Farm Redevelopment"" cost you a total of 3 wood less.",
D,84,Minor Improvement,,Feed Pellets,,,,,,Livestock Provider,"When you play this card, you immediately get 1 sheep. In the feeding phase of each harvest, you can exchange exactly 1 vegetable for 1 animal of a type you already have.",
D,87,Occupation,1+,Master Builder,,,,,,Farm Planner,"Once your house has at least 5 rooms, at any time, but only once this game, you can add another room at no cost.",
D,88,Occupation,1+,Millwright,,,,,,Farm Planner,"You immediately get 1 grain. Each time you build fences, stables, and rooms, or renovate your house, you can replace up to 2 building resources of any type with 1 grain each.",
D,89,Occupation,1+,Stablehand,,,,,,Farm Planner,"Each time you build at least 1 fence, you can also build a stable without paying wood for the stable.",
D,90,Occupation,1+,Plow Maker,,,,,,Farm Planner,"Each time you use the ""Farmland"" or ""Cultivation"" action space, you can pay 1 food to plow 1 additional field.",
D,91,Occupation,1+,Plowman,,,,,,Farm Planner,"Add 4, 7, and 10 to the current round and place a field tile on each corresponding round space. At the start of these rounds, you can plow the field for 1 food.",
D,96,Occupation,1+,Furnisher,,,,,,Actions Booster,"When you play this card, you immediately get 2 wood. After each new room you build, you can build or play 1 improvement for 1 wood less.",
D,97,Occupation,1+,Begging Student,,,,,,Actions Booster,"When you play this card, you must immediately take 1 begging marker. At the start of each harvest, you can play 1 occupation without paying an occupation cost.",
D,98,Occupation,1+,Transactor,,,,,,Points Provider,"Immediately before the final harvest at the end of round 14, you can take all the building resources that are left on the entire game board.",
D,101,Occupation,1+,Sugar Baker,,,,,,Points Provider,"Each time after you use the ""Grain Utilization"" action space, you can buy 1 bonus point for 1 food. Place the food on the action space (for the next visitor).",
D,104,Occupation,1+,Cultivator,,,,,,Goods Provider,"For each new field tile you get, you also get 1 wood and 1 food.",
D,107,Occupation,1+,Bellfounder,,,,,,Food Provider,"In the returning home phase of each round, if you have at least 1 clay, you can use this card to discard all of your clay and get your choice of 3 food or 1 bonus point.",
D,108,Occupation,1+,Stone Carver,,,,,,Food Provider,"Each harvest, you can use this card to turn exactly 1 stone into 3 food.",
D,111,Occupation,1+,Interior Decorator,,,,,,Food Provider,"Each time you renovate, place 1 food on each of the next 6 round spaces. At the start of these rounds, you get the food.",
D,114,Occupation,1+,Seed Trader,,,,,,Crop Provider,Place 2 grain and 2 vegetables on this card. You can buy them at any time. Each grain costs 2 food, each vegetable costs 3 food.
D,115,Occupation,1+,Fodder Planter,,,,,,Crop Provider,"In the breeding phase of each harvest, for each newborn animal you get, you can sow crops in exactly 1 field.",
D,117,Occupation,1+,Wood Expert,,,,,,Building Resource Provider,"When you play this card, you immediately get 2 wood. Each improvement costs you up to 2 wood less, if you pay 1 food instead.",
D,118,Occupation,1+,Bonehead,,,,,,Building Resource Provider,"When you play this card, immediately place 6 wood on it. Immediately after each time you play a card from your hand, including this one, you get 1 wood from this card.",
D,119,Occupation,1+,Wood Barterer,,,,,,Building Resource Provider,"Each time before you use an action space with a ""Build Fences"" or ""Build Rooms"" action, you can choose to either get 2 wood or exchange up to 2 wood for 1 reed each.",
D,120,Occupation,1+,Clay Deliveryman,,,,,,Building Resource Provider,"Place 1 clay on each remaining space for rounds 6 to 14. At the start of these rounds, you get the clay.",
D,121,Occupation,1+,Clay Plasterer,,,,,,Building Resource Provider,Renovating to clay only costs you exactly 1 clay and 1 reed. Each clay room only costs you 3 clay and 2 reed to build.,
D,122,Occupation,1+,Clay Carrier,,,,,,Building Resource Provider,"When you play this card, you immediately get 2 clay. At any time, but only once per round, you can buy 2 clay for 2 food.",
D,128,Occupation,3+,Building Tycoon,,,,,,Farm Planner,"Each time after another player builds 1 or more rooms, you can give them 1 food to build exactly 1 room yourself. (You must pay the building cost of the room.)",
D,132,Occupation,3+,Hide Farmer,,,,,,Points Provider,"During scoring, you can pay 1 food each for any number of unused farmyard spaces. You do not lose points for these spaces.",
D,138,Occupation,3+,Pet Lover,,,,,,Goods Provider,"Each time you use an accumulation space providing exactly 1 animal, you can leave it on the space and get one from the general supply instead, as well as 3 food and 1 grain.",
D,141,Occupation,3+,Seed Seller,,,,,,Crop Provider,"When you play this card, you immediately get 1 grain. Each time you use the ""Grain Seeds"" action space, you get 1 additional grain.",
D,144,Occupation,3+,Water Worker,,,,,,Building Resource Provider,"Each time after you use the ""Fishing"" accumulation space or one of the three orthogonally adjacent actions spaces, you get 1 additional reed.",
D,146,Occupation,3+,Porter,,,,,,Building Resource Provider,"Each time you take at least 4 of the same building resource from an accumulation space, you get 1additional building resource of the accumulating type and 1 food.",
D,148,Occupation,4+,Domestician Expert,,,,,,Farm Planner,You can keep 2 sheep on the border between each pair of orthogonally adjacent rooms.,
D,152,Occupation,4+,Patron,,,,,,Actions Booster,"Immediately before each time you play an occupation after this one (even before paying the occupation cost), you get 2 food.",
D,154,Occupation,4+,Chimney Sweep,,,,,,Points Provider,"Renovating to stone costs you 2 stone less. During scoring, you get 1 bonus point for each other player living in a stone house.",
D,158,Occupation,4+,Bean Counter,,,,,,Food Provider,"Each time you use an action space on round spaces 1 to 8, place 1 food on this card. Each time this cards has 3 food on it, move the food to your supply.",
D,162,Occupation,4+,Clay Firer,,,,,,Building Resource Provider,"When you play this card, you immediately get 2 clay. At any time, you can turn clay into stone: you get 1 stone for 2 clay, and 2 stone for 3 clay.",
D,168,Occupation,4+,Stockman,,,,,,Livestock Provider,"When you build your 2nd/3rd/4th stable, you immediately get 1 cattle/wild boar/sheep, even if built on the same turn (but not retroactively).",
